Player Name,Player ID,Champion ID,Record,Winrate,KDA,CS /min,Gold /min,Gold %,KP,Damage /min,Damage %,K + A /min,Solo kills,Pentakills
Zeus,3658,101,4W - 1L,80%,4.2,7.7,425,22%,49.2%,687.7,27.1%,0.28,-,0
Zeus,3658,150,11W - 2L,84.6%,4.1,9.7,460,22.9%,50.4%,629.8,24.8%,0.3,10,0
Zeus,3658,138,9W - 7L,56.3%,3.0,7.1,346,18.7%,61.7%,471.3,20.4%,0.27,4,0
Zeus,3658,155,17W - 10L,63%,3.0,8.6,420,21.9%,55.7%,521.2,25.4%,0.25,7,0
Zeus,3658,119,39W - 12L,76.5%,3.9,8.7,427,22.3%,59.4%,577.2,26.3%,0.25,21,0
Zeus,3658,98,0W - 1L,0%,4.5,8,370,20.6%,90%,414.3,16.8%,0.29,-,0
Zeus,3658,43,9W - 5L,64.3%,2.4,8.5,414,21.6%,52.4%,525.7,26.6%,0.22,6,0
Zeus,3658,75,4W - 4L,50%,3.9,7.7,404,21.5%,72.6%,645.5,32.1%,0.33,8,0
Zeus,3658,36,29W - 10L,74.4%,2.8,8.6,430,22.6%,59%,717.2,31.5%,0.27,15,0
Zeus,3658,93,0W - 1L,0%,1.5,7.8,371,22.7%,42.9%,332.3,16.3%,0.1,1,0
Zeus,3658,122,0W - 1L,0%,1.3,7.2,378,21.2%,35.7%,534.4,20.6%,0.16,-,0
Zeus,3658,134,8W - 4L,66.7%,2.5,8,411,21.8%,59.5%,446.7,22.7%,0.26,1,0
Zeyzal,854,62,14W - 10L,58.3%,2.4,1.6,247,13.8%,63.9%,178.4,8.3%,0.27,1,0
Zeyzal,854,60,10W - 6L,62.5%,8.3,0.6,251,13.6%,79.9%,202,8.3%,0.36,-,0
Zeyzal,854,136,25W - 17L,59.5%,4.9,1.1,252,13.8%,70.6%,170.3,8.4%,0.33,-,0
Zeyzal,854,153,7W - 5L,58.3%,4.4,1.2,246,13.3%,83.9%,184.1,7.9%,0.37,-,0
Zeyzal,854,163,6W - 3L,66.7%,12.4,0.8,250,13.6%,81.2%,97.7,3.7%,0.39,-,0
Zeyzal,854,146,0W - 2L,0%,1.6,1.2,263,16%,81.3%,449.7,21.4%,0.17,-,0
Zeyzal,854,48,2W - 3L,40%,2.6,1.6,254,14.3%,71.8%,131.3,7.8%,0.24,-,0
Zhangsid,5463,120,2W - 5L,28.6%,2.6,9.1,430,25.6%,82.2%,582.7,32.1%,0.22,-,0
Zhangsid,5463,166,1W - 4L,20%,2.5,8.6,394,22.3%,67.9%,724.9,30.4%,0.26,3,0
Zhangsid,5463,67,1W - 1L,50%,8.5,8.7,379,21.8%,76.8%,463.3,25.3%,0.27,-,0
Zhangsid,5463,143,0W - 1L,0%,0.5,8.1,339,22.1%,33.3%,362.7,28.1%,0.03,-,0
Zhangsid,5463,14,0W - 1L,0%,2.3,9.6,431,25.9%,77.8%,839.1,42%,0.19,-,0
Zhangsid,5463,130,1W - 0L,100%,4.7,6.9,403,21%,66.7%,689.4,26.1%,0.49,-,0
Zhangsid,5463,3,0W - 1L,0%,2.0,7,326,21.1%,85.7%,461,26.1%,0.25,1,0
Zhergoth,935,58,2W - 3L,40%,3.0,8.5,436,23.1%,54.6%,780.2,30.9%,0.36,6,0
Zhovy,5384,120,1W - 5L,16.7%,1.5,8.5,383,22.3%,54.1%,633.9,29.1%,0.21,-,0
Zhovy,5384,46,3W - 0L,100%,6.0,9.5,471,23%,41.7%,520.4,20.9%,0.24,1,0
Zhovy,5384,67,1W - 2L,33.3%,2.4,9.1,422,22%,61.9%,675.1,28.2%,0.37,4,0
Zhovy,5384,150,1W - 1L,50%,1.2,8.4,387,22.4%,51.7%,646.6,34.7%,0.19,1,0
Zhovy,5384,14,0W - 1L,0%,3.5,8.8,464,25.8%,73.7%,1010.2,42.8%,0.39,-,0
Zhovy,5384,142,0W - 1L,0%,1.0,8.1,336,21.8%,75%,363.3,20.4%,0.12,1,0
Zhovy,5384,3,1W - 0L,100%,3.5,7.5,440,23%,60.9%,778,27.9%,0.46,1,0
Zhovy,5384,93,0W - 1L,0%,1.3,8.2,463,27.3%,66.7%,689.6,33.1%,0.28,1,0
Zhuo,3352,62,22W - 20L,52.4%,3.2,1.3,246,13.3%,64.9%,151.2,6.7%,0.3,-,0
Zhuo,3352,136,19W - 7L,73.1%,6.3,1.3,256,13.5%,83%,146.8,6.7%,0.41,-,0
Zhuo,3352,163,5W - 5L,50%,6.5,1,241,13.6%,77.7%,109.9,4.7%,0.26,-,-
Zhuo,3352,126,11W - 5L,68.8%,7.8,3.5,291,15.1%,62.1%,191.7,7.7%,0.39,1,0
Zhuo,3352,159,4W - 1L,80%,4.9,0.9,256,13.3%,63.7%,170.4,6.3%,0.26,-,-
Zhuo,3352,8,3W - 8L,27.3%,3.3,0.9,239,14%,64.3%,308.8,12.9%,0.26,-,-
Zhuo,3352,118,9W - 8L,52.9%,4.0,1.2,242,13.1%,72%,155.9,7.1%,0.32,-,0
Zhuo,3352,60,1W - 7L,12.5%,2.0,0.7,215,13.2%,69%,168.7,8.1%,0.13,-,-
Zhuo,3352,52,1W - 3L,25%,2.5,1.1,237,13.8%,67.6%,310.6,15.2%,0.23,-,-
Zhuo,3352,146,1W - 0L,100%,-,0.9,308,14.7%,93.3%,474.1,15.3%,0.51,-,-
Zhuo,3352,153,5W - 7L,41.7%,2.6,1.3,240,13.1%,60.9%,142.3,6.9%,0.32,-,0
Zhuo,3352,55,0W - 1L,0%,0.3,1.1,212,13.5%,20%,226.2,10.8%,0.03,-,-
Zhuo,3352,92,16W - 7L,69.6%,5.1,1.2,243,12.8%,69.3%,105.6,4.8%,0.38,-,0
Zhuo,3352,144,4W - 5L,44.4%,10.8,0.2,236,13.1%,86.2%,277,11.9%,0.34,-,-
Zicssi,3999,110,14W - 14L,50%,2.9,5.7,349,19.3%,62.3%,430.4,17.8%,0.32,5,0
Zicssi,3999,103,8W - 6L,57.1%,2.3,5.5,336,18.3%,64.5%,312,12.7%,0.3,-,0
Zicssi,3999,55,7W - 3L,70%,3.6,5.5,362,18.1%,63.2%,415.2,16%,0.41,-,0
Zicssi,3999,153,2W - 3L,40%,2.9,5.4,315,17.5%,69.2%,213.9,11.1%,0.29,-,0
Zicssi,3999,35,1W - 0L,100%,4.5,6.4,417,20.5%,72%,358.8,15.2%,0.52,-,0
Zicssi,3999,69,5W - 4L,55.6%,3.3,5.1,336,18.2%,71.8%,350.8,14.4%,0.34,1,0
Zicssi,3999,34,1W - 3L,25%,1.6,5.1,301,18.2%,86.8%,262.9,11.7%,0.24,-,0
Zicssi,3999,154,10W - 2L,83.3%,3.4,5.8,356,19.1%,59.9%,322.8,14%,0.3,1,0
Zicssi,3999,106,9W - 6L,60%,3.3,5.3,339,19.1%,65.9%,341.8,16.3%,0.31,5,0
Zika,4473,162,23W - 12L,65.7%,6.8,8.2,383,20.6%,56.1%,422.5,19.2%,0.27,-,0
Zika,4473,1,3W - 5L,37.5%,3.8,8.9,398,22%,59.8%,409.6,20.9%,0.24,-,-
Zika,4473,72,18W - 14L,56.3%,2.8,8.7,401,21.4%,47%,473.3,20.7%,0.24,-,0
Zika,4473,35,28W - 16L,63.6%,4.4,8.6,413,22%,49.8%,438.4,20.6%,0.22,1,0
Zika,4473,119,6W - 8L,42.9%,2.1,8.7,400,22.3%,58.9%,472.3,23.3%,0.2,-,-
Zika,4473,75,1W - 3L,25%,1.6,7.7,378,21.7%,54.4%,614.2,29.2%,0.16,-,-
Zika,4473,155,16W - 15L,51.6%,2.8,8.8,413,22.4%,54.6%,504.6,25.2%,0.23,-,0
Zika,4473,98,0W - 2L,0%,2.0,7.8,347,21.2%,73.5%,460.7,23.2%,0.17,-,-
Zika,4473,138,2W - 1L,66.7%,3.0,6.7,334,17.7%,49.8%,287,12.1%,0.26,-,-
Zika,4473,150,1W - 1L,50%,3.7,9.2,381,21.9%,51.3%,654.1,28.7%,0.14,-,-
Zika,4473,43,0W - 3L,0%,1.4,8.4,378,22.8%,58.5%,644.7,26.7%,0.16,-,-
Zika,4473,134,11W - 5L,68.8%,3.6,8.1,404,21.8%,49.1%,395.9,20.1%,0.29,-,0
Zika,4473,96,1W - 0L,100%,9.0,8.5,501,24.7%,85.7%,835.3,25.6%,0.54,-,-
Zimba,4648,62,5W - 13L,27.8%,2.7,1.1,235,13.3%,70.1%,138,7%,0.28,-,0
Zimba,4648,153,2W - 1L,66.7%,7.2,1,242,13.2%,72.4%,131.2,5.5%,0.35,-,0
Zimba,4648,118,2W - 0L,100%,2.9,0.9,267,13.9%,84%,156.5,6.3%,0.41,-,0
Zimba,4648,38,1W - 8L,11.1%,2.4,0.8,232,14.2%,67.9%,333,16.2%,0.22,-,0
Zimba,4648,159,2W - 2L,50%,6.0,0.7,235,13.7%,65%,143,7.9%,0.28,-,0
Zimba,4648,51,0W - 8L,0%,1.7,0.5,206,13.5%,65.1%,115.2,7%,0.13,-,0
Zimba,4648,163,1W - 3L,25%,1.8,1.1,226,13.4%,85.4%,83.8,4.4%,0.22,-,0
Zimba,4648,8,1W - 1L,50%,5.0,1.4,279,15.9%,78.2%,402.2,19.4%,0.37,-,0
Zin,1444,153,6W - 9L,40%,2.6,1.2,245,13%,71.6%,143.6,6.7%,0.37,-,0
Zin,1444,159,1W - 7L,12.5%,3.3,0.9,241,13.5%,65.6%,183.7,7.6%,0.31,-,0
Zin,1444,62,16W - 19L,45.7%,3.0,1.4,243,13.4%,65.2%,156.6,8%,0.31,-,0
Zin,1444,163,0W - 2L,0%,7.0,1.1,256,14.5%,77.1%,125.3,4.7%,0.47,-,0
Zin,1444,141,1W - 4L,20%,2.1,1.5,286,16%,66.5%,185.9,10.1%,0.25,1,0
Zin,1444,55,0W - 2L,0%,6.0,1,243,14.2%,83.3%,224.7,10.7%,0.21,-,0
Zin,1444,136,13W - 11L,54.2%,4.2,1.3,247,13.2%,70.8%,124.4,5.8%,0.36,1,0
Zin,1444,51,2W - 5L,28.6%,6.0,0.5,229,12.7%,80.1%,88.4,4.1%,0.32,1,0
Zin,1444,4,7W - 3L,70%,3.3,1.1,254,13.3%,67.8%,141.5,6.4%,0.37,-,0
Zin,1444,60,1W - 3L,25%,3.1,0.5,251,13.9%,85.2%,269.5,10.3%,0.42,-,0
Zin,1444,48,7W - 6L,53.8%,3.6,1.2,247,13.1%,58.3%,116,5.5%,0.34,-,0
Zin,1444,166,0W - 1L,0%,1.2,1.3,248,14.9%,75%,429.9,23.3%,0.19,-,0
Zinie,5566,120,11W - 3L,78.6%,3.3,9,445,23.2%,68.2%,926.4,32.1%,0.37,2,0
Zinie,5566,131,6W - 2L,75%,4.8,9,445,22.8%,72.4%,918.9,31.2%,0.44,1,0
Zinie,5566,67,5W - 2L,71.4%,8.0,8.3,414,22.2%,73.8%,830,30.9%,0.46,1,0
Zinie,5566,166,2W - 4L,33.3%,2.5,8.5,392,22.7%,81.3%,882.1,35.4%,0.28,-,0
Zinie,5566,2,3W - 1L,75%,3.8,8.3,449,23.3%,77%,679.2,29.7%,0.4,1,0
Zinie,5566,38,3W - 1L,75%,3.2,7.5,376,21%,65.9%,864.1,27.5%,0.33,-,0
Zinie,5566,142,2W - 1L,66.7%,2.6,8.1,417,20.6%,50.3%,744.6,25.4%,0.49,4,0
Zinie,5566,143,1W - 1L,50%,4.1,8.4,448,23.6%,70.5%,780.3,29.4%,0.46,1,0
Zinie,5566,130,2W - 0L,100%,14.0,9.1,449,23.1%,83.5%,673.3,30.5%,0.55,-,0
Zinie,5566,157,0W - 1L,0%,1.5,9.5,395,21.8%,52.9%,550.7,20.8%,0.23,-,0
Zinie,5566,14,1W - 0L,100%,-,8.5,436,22.5%,61.5%,991.6,35.9%,0.28,-,0
Zodiac,2413,62,6W - 26L,18.8%,1.4,1.6,238,13.7%,69.3%,182.7,8.6%,0.26,-,0
Zodiac,2413,55,1W - 2L,33.3%,1.5,3.6,273,15.3%,61.1%,256.6,11.3%,0.24,-,0
Zodiac,2413,159,0W - 2L,0%,0.7,1.2,243,14.8%,76.2%,276.8,14.4%,0.18,-,0
Zodiac,2413,4,2W - 8L,20%,1.7,1.2,231,13.5%,62.8%,146.8,7.7%,0.25,-,0
Zodiac,2413,126,1W - 1L,50%,2.3,4.2,271,15.6%,60%,189.3,8.5%,0.22,-,0
Zodiac,2413,153,0W - 3L,0%,1.6,1.1,230,13.5%,77%,143.2,6.8%,0.25,-,0
Zodiac,2413,60,1W - 7L,12.5%,1.9,0.8,226,13.9%,76.5%,193.5,10.6%,0.25,-,0
Zodiac,2413,8,1W - 0L,100%,3.3,1.4,345,16.2%,83.3%,462.1,15.2%,0.71,-,0
Zodiac,2413,48,1W - 4L,20%,2.2,1.2,250,14.2%,75.7%,119.9,6.3%,0.3,-,0
Zodiac,2413,118,4W - 7L,36.4%,2.3,1.8,248,14.1%,74.4%,152.1,8.6%,0.22,-,0
Zodiac,2413,136,9W - 19L,32.1%,2.3,1.2,244,13.7%,72.3%,149.9,8%,0.28,-,0
Zoelys,4001,62,14W - 11L,56%,3.2,1.6,240,13.4%,76%,170.7,8.3%,0.3,-,0
Zoelys,4001,136,15W - 8L,65.2%,4.2,1.2,250,13.5%,77.2%,159.6,7.2%,0.36,1,0
Zoelys,4001,9,7W - 3L,70%,4.3,1.1,252,13.3%,69.6%,212.6,9.1%,0.4,-,0
Zoelys,4001,153,2W - 3L,40%,1.6,1,220,12.5%,70.2%,132.9,6.1%,0.25,-,0
Zoelys,4001,31,3W - 3L,50%,2.5,1.2,258,14.4%,62.7%,430.1,20.3%,0.25,-,0
Zoelys,4001,163,0W - 1L,0%,0.2,0.9,206,12.8%,20%,94.5,4.7%,0.04,-,0
Zoelys,4001,159,9W - 4L,69.2%,5.3,1.2,247,13.4%,88.1%,169.3,7.6%,0.38,-,0
Zoelys,4001,126,8W - 6L,57.1%,3.8,1.1,240,13.3%,70%,213.2,9%,0.32,-,0
Zoelys,4001,60,2W - 3L,40%,3.2,0.4,241,13.4%,88.6%,201.4,7.8%,0.35,-,0
Zoelys,4001,51,2W - 1L,66.7%,6.2,0.8,241,13.3%,82.7%,141.3,7%,0.31,-,0
Zoiren,884,67,9W - 8L,52.9%,4.7,8.8,416,22.6%,77.2%,578.5,24.6%,0.4,2,0
Zoiren,884,120,7W - 10L,41.2%,2.1,8.9,400,22.6%,58.5%,521.4,25.4%,0.21,6,0
Zoiren,884,14,5W - 15L,25%,2.6,9.2,424,24.4%,66.3%,680.6,33.2%,0.25,6,0
Zoiren,884,167,3W - 0L,100%,6.9,9.7,528,25.3%,68.6%,906.8,32%,0.59,1,1
Zoiren,884,96,3W - 1L,75%,8.9,7.7,452,23.4%,80.8%,599.8,25.3%,0.53,2,0
Zoiren,884,93,5W - 2L,71.4%,3.0,9.1,461,23.2%,57.8%,638.7,22.6%,0.38,-,0
Zoiren,884,40,5W - 6L,45.5%,3.9,8.5,393,22.8%,64.1%,499.2,25.1%,0.25,4,0
Zoiren,884,115,3W - 2L,60%,6.0,8.7,469,24.4%,61.5%,973.3,34.4%,0.5,3,0
Zoiren,884,88,3W - 7L,30%,2.1,8.1,404,23.4%,70.4%,626.2,27.4%,0.28,3,0
Zoiren,884,38,5W - 3L,62.5%,5.6,7.5,395,20.7%,66%,728.5,26.3%,0.5,-,0
Zoiren,884,46,3W - 3L,50%,6.0,8.7,442,23%,54.4%,746.6,27.5%,0.32,5,0
Zoiren,884,102,9W - 6L,60%,2.8,8.8,422,23.6%,66.1%,581.2,27.1%,0.29,4,0
Zoiren,884,166,0W - 1L,0%,4.5,8.6,393,22.9%,75%,958.2,43%,0.25,-,0
Zoiren,884,142,5W - 3L,62.5%,4.8,8.2,414,21.3%,54.3%,706.6,24.1%,0.43,4,0
Zorac,3363,35,3W - 4L,42.9%,2.0,8.3,435,23.4%,45.3%,517,20.3%,0.22,5,0
Zorac,3363,15,6W - 0L,100%,13.3,8.7,473,23.6%,51.4%,466.3,22.2%,0.32,7,0
Zorac,3363,162,0W - 3L,0%,1.8,7.4,344,21%,67.6%,456.2,19.3%,0.18,2,0
Zorac,3363,3,1W - 2L,33.3%,1.9,8.5,394,21.7%,28.5%,450.6,20.7%,0.15,-,0
Zorac,3363,66,1W - 1L,50%,2.7,7.8,419,23.8%,57%,617.6,29.6%,0.22,3,0
Zorac,3363,27,0W - 1L,0%,2.5,9.3,426,25.9%,50%,452.1,21.3%,0.2,-,0
Zorac,3363,23,1W - 1L,50%,3.8,9.2,457,24.8%,59.8%,648.5,27.9%,0.3,1,0
Zorac,3363,96,1W - 0L,100%,-,10.8,602,27.5%,61.9%,603.2,22.3%,0.47,-,0
Zorac,3363,72,2W - 1L,66.7%,2.2,6.4,329,18.5%,48.3%,332,16.2%,0.22,-,0
Zorah,4286,62,7W - 11L,38.9%,1.5,1.2,229,13.1%,70.1%,129.9,6.7%,0.22,-,-
Zorah,4286,153,4W - 6L,40%,2.4,1.2,242,13.4%,69.6%,126.7,6%,0.31,-,-
Zorah,4286,159,4W - 2L,66.7%,5.9,1,266,14.4%,81.4%,207.9,9%,0.4,-,-
Zorah,4286,163,3W - 7L,30%,4.7,1,232,13.6%,80.4%,85.4,4.4%,0.3,-,-
Zorah,4286,126,0W - 4L,0%,0.8,3.6,252,15.2%,51.2%,184.9,9.7%,0.1,-,-
Zorah,4286,55,0W - 4L,0%,1.4,2.1,233,13.9%,78%,217,10.4%,0.19,-,-
Zorah,4286,8,1W - 2L,33.3%,2.9,1.4,263,14.8%,84.6%,421.4,19.2%,0.38,-,-
Zorah,4286,60,1W - 5L,16.7%,2.1,1,223,13.3%,68.4%,165.2,8.3%,0.15,-,-
Zorah,4286,136,7W - 10L,41.2%,2.6,1.3,237,13.4%,71.6%,135.6,7.1%,0.26,-,-
Zorah,4286,48,2W - 3L,40%,1.4,1.2,234,12.8%,58.7%,153.9,6.8%,0.25,-,-
Zorah,4286,138,1W - 0L,100%,4.0,6.3,314,17.2%,66.7%,155,9.9%,0.24,-,-
Zorah,4286,4,0W - 2L,0%,0.7,0.9,204,13.1%,59.5%,91.6,5.3%,0.11,-,-
Zothve,3639,1,6W - 6L,50%,2.0,7.7,374,20.3%,48.5%,496.5,22%,0.26,5,0
Zothve,3639,72,8W - 3L,72.7%,2.6,8.3,407,21.4%,45.2%,479.3,20.6%,0.24,-,0
Zothve,3639,75,7W - 2L,77.8%,4.7,7.6,385,19.9%,65.1%,608,24.9%,0.34,1,0
Zothve,3639,162,8W - 8L,50%,3.0,7.4,367,20.2%,53.6%,381.5,17.7%,0.25,7,0
Zothve,3639,150,2W - 2L,50%,2.6,8.5,395,21.3%,56%,473.2,21.9%,0.23,-,0
Zothve,3639,98,2W - 1L,66.7%,3.8,7.2,343,18.7%,40.3%,418.4,18.1%,0.22,1,0
Zothve,3639,96,3W - 0L,100%,2.8,8.2,495,23.2%,49.1%,581.6,19.8%,0.43,7,0
Zothve,3639,35,6W - 2L,75%,3.6,8.7,412,21.5%,61.6%,502.3,21.7%,0.23,3,0
Zothve,3639,113,1W - 0L,100%,-,8.2,400,19%,47.1%,616.1,18.4%,0.33,-,0
Zothve,3639,82,4W - 2L,66.7%,6.8,8,386,21.1%,64.4%,514.1,23.6%,0.29,1,0
Zothve,3639,119,5W - 10L,33.3%,1.6,8.4,369,21%,53.1%,447.1,25.1%,0.14,5,0
Zothve,3639,36,1W - 5L,16.7%,1.1,8.6,383,22.6%,56%,483.4,27.6%,0.16,2,0
Zothve,3639,15,1W - 0L,100%,5.0,8.4,463,22.5%,66.7%,690.4,38.9%,0.36,-,0
Zothve,3639,122,1W - 0L,100%,16.0,8,420,21%,72.7%,284,10.2%,0.6,-,0
Zubac,4028,154,7W - 4L,63.6%,4.7,5.9,394,20.6%,74%,479.6,19.9%,0.48,4,0
Zubac,4028,160,1W - 2L,33.3%,3.0,5.7,378,21.2%,80.4%,276,12.1%,0.39,1,0
Zubac,4028,133,1W - 1L,50%,3.0,4.8,280,17%,70%,172.6,9.2%,0.18,-,0
Zubac,4028,149,1W - 0L,100%,6.0,7.5,369,19.2%,60%,458,20.9%,0.36,-,0
Zubac,4028,64,0W - 1L,0%,1.0,5.8,408,24.5%,85.7%,367.3,15.4%,0.25,-,0
Zubac,4028,10,0W - 1L,0%,2.3,6.2,328,19.4%,87.5%,320.5,16.3%,0.25,-,0
Zubac,4028,153,1W - 0L,100%,4.3,5.5,316,15.7%,50%,205.4,6%,0.45,-,0
Zubac,4028,69,1W - 2L,33.3%,2.0,5,286,16.9%,61.8%,223.8,10.7%,0.24,-,0
Zubac,4028,131,0W - 1L,0%,0.7,6.4,326,19.1%,44.4%,318.2,15.2%,0.13,-,0
Zubac,4028,108,0W - 4L,0%,1.0,5,317,20.2%,74.6%,334.3,16.2%,0.2,1,0
Zwyroo,1800,67,15W - 12L,55.6%,5.5,8.6,404,22.4%,72.8%,515,24%,0.35,3,0
Zwyroo,1800,120,34W - 23L,59.6%,4.5,9.4,432,23.7%,63.5%,559.2,26.6%,0.27,9,1
Zwyroo,1800,131,10W - 5L,66.7%,4.2,8.7,419,22.8%,67.7%,544.5,23.6%,0.3,3,0
Zwyroo,1800,142,6W - 0L,100%,5.2,8,409,21.2%,61.7%,499.6,21.1%,0.35,1,0
Zwyroo,1800,3,9W - 8L,52.9%,3.7,8.2,416,22.8%,57.6%,457.1,22.5%,0.29,11,1
Zwyroo,1800,38,1W - 1L,50%,6.8,8.1,391,21.3%,67.6%,895.8,34.5%,0.4,-,0
Zwyroo,1800,93,0W - 3L,0%,2.0,9.1,426,23.4%,46.4%,499.2,19.5%,0.21,-,0
Zwyroo,1800,7,0W - 5L,0%,1.3,7.4,342,20.9%,64.2%,503.8,25.6%,0.16,-,0
Zwyroo,1800,2,10W - 8L,55.6%,3.4,8.7,413,22.5%,65.1%,545.4,25.3%,0.28,6,0
Zyko,4173,159,7W - 2L,77.8%,5.8,1,287,14.6%,81.8%,263.7,10.2%,0.49,-,0
Zyko,4173,62,6W - 5L,54.5%,3.0,1.2,263,13.7%,70%,165.4,7%,0.36,-,0
Zyko,4173,153,4W - 13L,23.5%,2.4,1.3,248,13.9%,71.9%,143,6.6%,0.38,-,0
Zyko,4173,163,5W - 4L,55.6%,5.2,1,254,13.6%,78%,130.5,5%,0.35,-,0
Zyko,4173,118,4W - 3L,57.1%,3.3,1,235,13.1%,74%,176.7,7.5%,0.33,-,0
Zyko,4173,126,1W - 2L,33.3%,1.9,7,326,18.8%,49.1%,328.1,14.3%,0.17,-,0
Zyko,4173,136,3W - 5L,37.5%,3.0,1.3,254,14.1%,82.3%,182.1,8.1%,0.38,-,0
Zyko,4173,51,3W - 3L,50%,4.3,1.3,250,13.6%,75.2%,153.2,6.3%,0.4,-,0
Zyko,4173,124,0W - 1L,0%,0.8,1.1,236,15.2%,66.7%,284.6,11.4%,0.14,-,0
Zyko,4173,146,1W - 0L,100%,2.8,1.1,339,17.2%,73.3%,285.9,10.2%,0.34,-,0
Zyko,4173,8,1W - 0L,100%,5.0,1.6,295,15.5%,68.2%,441.2,13.6%,0.42,-,0
aikawa,5587,37,1W - 4L,20%,2.6,9.4,410,24.6%,78.8%,641.6,27.1%,0.24,-,0
aikawa,5587,100,1W - 3L,25%,3.5,8.3,366,21.8%,75.6%,562.1,27.7%,0.22,-,0
aikawa,5587,146,2W - 2L,50%,4.0,3.9,335,19%,81.9%,452.6,19.3%,0.33,-,0
aikawa,5587,140,1W - 2L,33.3%,3.1,9.5,428,25.1%,67.6%,606.8,30.8%,0.21,-,0
aikawa,5587,158,2W - 1L,66.7%,7.0,10.5,512,27.7%,87.5%,911.7,35.7%,0.45,-,0
aikawa,5587,121,1W - 1L,50%,12.5,8.8,430,23.5%,82.4%,529.9,23.9%,0.43,-,0
aikawa,5587,167,2W - 0L,100%,24.0,10,451,23.7%,79.6%,714.9,32%,0.38,-,0
aikawa,5587,18,2W - 0L,100%,28.0,8.6,530,27.3%,74%,742.1,29.2%,0.42,-,0
aikawa,5587,50,0W - 1L,0%,1.3,9.1,445,26%,62.5%,667.9,30.5%,0.16,-,0
aikawa,5587,21,1W - 0L,100%,10.0,9.2,441,22.2%,52.6%,729.7,23.5%,0.39,-,0
aikawa,5587,152,0W - 1L,0%,4.0,9.6,371,22.9%,40%,574.4,27.5%,0.13,-,0
aikawa,5587,129,1W - 0L,100%,2.3,9.4,438,22.8%,50%,504.5,17.9%,0.22,-,0
aikawa,5587,115,0W - 1L,0%,8.0,8.3,355,21.1%,57.1%,1213.7,31.6%,0.2,-,0
allorim,857,98,1W - 5L,16.7%,1.9,7.3,346,20.1%,48.8%,451.2,19.6%,0.19,3,0
allorim,857,138,10W - 13L,43.5%,3.6,7.6,348,20%,60.5%,368.2,18.5%,0.23,7,0
allorim,857,162,0W - 2L,0%,0.6,7.6,321,19.2%,20%,315.6,16.1%,0.06,-,0
allorim,857,53,2W - 4L,33.3%,4.6,7.3,355,20.3%,72.7%,389.3,20.2%,0.27,2,0
allorim,857,55,3W - 5L,37.5%,2.1,8.1,342,20.2%,63.9%,354.4,20.7%,0.17,1,0
allorim,857,82,11W - 13L,45.8%,3.2,7.7,347,19.9%,55.4%,325.7,17.6%,0.18,4,0
allorim,857,28,0W - 2L,0%,1.0,7.3,322,20.8%,46.7%,411.8,24.3%,0.1,1,0
allorim,857,13,3W - 5L,37.5%,1.8,8,362,20.4%,55.2%,330.1,19%,0.18,1,0
allorim,857,69,2W - 10L,16.7%,1.8,8.1,354,20.8%,43.3%,341.6,21.6%,0.12,1,0
allorim,857,72,0W - 1L,0%,0.0,9.2,337,21.8%,0%,273.9,16%,0,-,0
allorim,857,94,0W - 1L,0%,1.3,8.1,392,23.9%,45.5%,426.8,16.4%,0.17,-,0
aveng3r,2968,2,3W - 5L,37.5%,3.8,7.7,376,20.7%,59.3%,541.1,23.6%,0.29,1,0
aveng3r,2968,67,7W - 4L,63.6%,4.2,8.4,412,22.6%,68.2%,526.3,25.4%,0.38,1,0
aveng3r,2968,120,9W - 8L,52.9%,3.2,8.5,410,22.7%,58.4%,562.6,26.1%,0.28,5,0
aveng3r,2968,131,2W - 3L,40%,3.0,7.8,392,22%,75.9%,539.9,26.9%,0.29,1,0
aveng3r,2968,166,0W - 2L,0%,2.0,7.6,373,21.6%,84.7%,707.4,29.5%,0.25,1,0
aveng3r,2968,93,0W - 2L,0%,0.3,8.5,362,23.1%,25%,510.7,32.3%,0.04,-,0
aveng3r,2968,46,6W - 5L,54.5%,2.8,7.5,382,21.2%,63.8%,553.2,24%,0.28,9,0
aveng3r,2968,3,8W - 2L,80%,4.2,7.8,393,21.3%,65%,432.1,20.5%,0.35,-,0
bbeNj,5641,50,1W - 3L,25%,4.4,9.5,437,24.8%,72.2%,584.9,29.2%,0.27,1,0
bbeNj,5641,121,2W - 1L,66.7%,5.5,8.5,448,23.1%,80.7%,553.1,25.3%,0.51,-,0
bbeNj,5641,135,0W - 1L,0%,2.3,9.3,400,22.3%,58.3%,503.1,21.9%,0.17,-,0
bbeNj,5641,167,0W - 1L,0%,6.0,9.9,421,25.5%,66.7%,893.8,34.8%,0.2,-,0
bbeNj,5641,100,1W - 0L,100%,7.5,9.1,515,25.4%,83.3%,932.9,40.5%,0.45,-,1
bicas,3745,154,10W - 3L,76.9%,4.0,7.1,374,19.7%,55.7%,287.7,12.8%,0.28,1,0
bicas,3745,106,3W - 3L,50%,3.6,5.9,355,19.6%,65.9%,289,12.6%,0.32,2,0
bicas,3745,103,6W - 4L,60%,2.7,5.9,344,19.2%,60.1%,239.1,11%,0.24,2,0
bicas,3745,133,2W - 2L,50%,6.0,5.9,336,18%,75.4%,159.1,7.1%,0.38,-,0
bicas,3745,35,0W - 2L,0%,1.7,6.1,363,21.4%,63.3%,341.1,16.5%,0.23,-,0
